airport_name,city,country,IATA,latitude,longitude,continent_code,continent,airport
Mostar International Airport,Mostar,Bosnia and Herzegovina,OMO,43.282901763916016,17.84589958190918,EU,Europe,Mostar (OMO)
Sarajevo International Airport,Sarajevo,Bosnia and Herzegovina,SJJ,43.82460021972656,18.331499099731445,EU,Europe,Sarajevo (SJJ)
Arad International Airport,Arad,Romania,ARW,46.17660140991211,21.261999130249023,EU,Europe,Arad (ARW)
Tautii Magheraus Airport,Baia Mare,Romania,BAY,47.65840148925781,23.46999931335449,EU,Europe,Baia Mare (BAY)
Mihail Kogălniceanu International Airport,Constanta,Romania,CND,44.36220169067383,28.488300323486328,EU,Europe,Constanta (CND)
Cluj-Napoca International Airport,Cluj-napoca,Romania,CLJ,46.78519821166992,23.686199188232425,EU,Europe,Cluj-napoca (CLJ)
Craiova Airport,Craiova,Romania,CRA,44.31809997558594,23.888599395751957,EU,Europe,Craiova (CRA)
Iaşi Airport,Iasi,Romania,IAS,47.17850112915039,27.6205997467041,EU,Europe,Iasi (IAS)
Oradea International Airport,Oradea,Romania,OMR,47.025299072265625,21.90250015258789,EU,Europe,Oradea (OMR)
Henri Coandă International Airport,Bucharest,Romania,OTP,44.5711111,26.085,EU,Europe,Bucharest (OTP)
Sibiu International Airport,Sibiu,Romania,SBZ,45.78559875488281,24.09129905700684,EU,Europe,Sibiu (SBZ)
Satu Mare Airport,Satu Mare,Romania,SUJ,47.70330047607422,22.88570022583008,EU,Europe,Satu Mare (SUJ)
Transilvania Târgu Mureş International Airport,Tirgu Mures,Romania,TGM,46.46770095825195,24.412500381469727,EU,Europe,Tirgu Mures (TGM)
Timişoara Traian Vuia Airport,Timisoara,Romania,TSR,45.80989837646485,21.337900161743164,EU,Europe,Timisoara (TSR)
Geneva Cointrin International Airport,Geneva,Switzerland,GVA,46.23809814453125,6.108950138092041,EU,Europe,Geneva (GVA)
Lugano Airport,Lugano,Switzerland,LUG,46.00429916379999,8.9105796814,EU,Europe,Lugano (LUG)
Bern Belp Airport,Bern,Switzerland,BRN,46.914100647,7.497149944309999,EU,Europe,Bern (BRN)
Zürich Airport,Zurich,Switzerland,ZRH,47.464699,8.54917,EU,Europe,Zurich (ZRH)
St Gallen Altenrhein Airport,Altenrhein,Switzerland,ACH,47.4850006104,9.560770034789998,EU,Europe,Altenrhein (ACH)
Esenboğa International Airport,Ankara,Turkey,ESB,40.1281013489,32.995098114,AS,Asia,Ankara (ESB)
Adana Airport,Adana,Turkey,ADA,36.9822006226,35.2803993225,AS,Asia,Adana (ADA)
Antalya International Airport,Antalya,Turkey,AYT,36.898701,30.800501,AS,Asia,Antalya (AYT)
Gaziantep International Airport,Gaziantep,Turkey,GZT,36.9472007751,37.4786987305,AS,Asia,Gaziantep (GZT)
Konya Airport,Konya,Turkey,KYA,37.979,32.561901,AS,Asia,Konya (KYA)
Amasya Merzifon Airport,Merzifon,Turkey,MZH,40.829399,35.521999,AS,Asia,Merzifon (MZH)
Sivas Nuri Demirağ Airport,Sivas,Turkey,VAS,39.813801,36.9035,AS,Asia,Sivas (VAS)
Malatya Erhaç Airport,Malatya,Turkey,MLX,38.4352989197,38.0909996033,AS,Asia,Malatya (MLX)
Kayseri Erkilet Airport,Kayseri,Turkey,ASR,38.770401001,35.4953994751,AS,Asia,Kayseri (ASR)
Çardak Airport,Denizli,Turkey,DNZ,37.7855987549,29.7012996674,AS,Asia,Denizli (DNZ)
Adnan Menderes International Airport,Izmir,Turkey,ADB,38.2924003601,27.156999588,AS,Asia,Izmir (ADB)
Cengiz Topel Airport,Topel,Turkey,KCO,40.73500061035156,30.08329963684082,AS,Asia,Topel (KCO)
Dalaman International Airport,Dalaman,Turkey,DLM,36.7131004333,28.7924995422,AS,Asia,Dalaman (DLM)
Elazığ Airport,Elazig,Turkey,EZS,38.6068992615,39.2914009094,AS,Asia,Elazig (EZS)
Diyarbakir Airport,Diyabakir,Turkey,DIY,37.893901825,40.2010002136,AS,Asia,Diyabakir (DIY)
Erzincan Airport,Erzincan,Turkey,ERC,39.7102012634,39.5270004272,AS,Asia,Erzincan (ERC)
Erzurum International Airport,Erzurum,Turkey,ERZ,39.9565010071,41.17020034789999,AS,Asia,Erzurum (ERZ)
Trabzon International Airport,Trabzon,Turkey,TZX,40.99509811401367,39.78969955444336,AS,Asia,Trabzon (TZX)
Van Ferit Melen Airport,Van,Turkey,VAN,38.46820068359375,43.332298278808594,AS,Asia,Van (VAN)
Batman Airport,Batman,Turkey,BAL,37.9290008545,41.1166000366,AS,Asia,Batman (BAL)
Chişinău International Airport,Chisinau,Moldova,KIV,46.92770004272461,28.93099975585937,EU,Europe,Chisinau (KIV)
Skopje Alexander the Great Airport,Skopje,Macedonia,SKP,41.961601,21.621401,EU,Europe,Skopje (SKP)
Gibraltar Airport,Gibraltar,Gibraltar,GIB,36.1511993408,-5.3496599197400005,EU,Europe,Gibraltar (GIB)
Belgrade Nikola Tesla Airport,Belgrade,Serbia,BEG,44.8184013367,20.3090991974,EU,Europe,Belgrade (BEG)
Podgorica Airport,Podgorica,Montenegro,TGD,42.359402,19.2519,EU,Europe,Podgorica (TGD)
Priština International Airport,Pristina,Serbia,PRN,42.5728,21.035801,EU,Europe,Pristina (PRN)
Tivat Airport,Tivat,Montenegro,TIV,42.40470123291016,18.72330093383789,EU,Europe,Tivat (TIV)
M. R. Štefánik Airport,Bratislava,Slovakia,BTS,48.17020034790039,17.21269989013672,EU,Europe,Bratislava (BTS)
Košice Airport,Kosice,Slovakia,KSC,48.66310119628906,21.241100311279297,EU,Europe,Kosice (KSC)
Providenciales Airport,Providenciales,Turks and Caicos Islands,PLS,21.77359962463379,-72.26589965820312,NA,North America,Providenciales (PLS)
South Caicos Airport,South Caicos,Turks and Caicos Islands,XSC,21.5156993866,-71.528503418,NA,North America,South Caicos (XSC)
Casa De Campo International Airport,La Romana,Dominican Republic,LRM,18.45070075988769,-68.91179656982422,NA,North America,La Romana (LRM)
Punta Cana International Airport,Punta Cana,Dominican Republic,PUJ,18.5673999786,-68.36340332030001,NA,North America,Punta Cana (PUJ)
Gregorio Luperon International Airport,Puerto Plata,Dominican Republic,POP,19.75790023803711,-70.56999969482422,NA,North America,Puerto Plata (POP)
Las Américas International Airport,Santo Domingo,Dominican Republic,SDQ,18.42970085144,-69.668899536133,NA,North America,Santo Domingo (SDQ)
Cibao International Airport,Santiago,Dominican Republic,STI,19.406099319458008,-70.60469818115234,NA,North America,Santiago (STI)
La Aurora Airport,Guatemala City,Guatemala,GUA,14.5833,-90.527496,NA,North America,Guatemala City (GUA)
Goloson International Airport,La Ceiba,Honduras,LCE,15.7425,-86.852997,NA,North America,La Ceiba (LCE)
Ramón Villeda Morales International Airport,San Pedro Sula,Honduras,SAP,15.4526,-87.923599,NA,North America,San Pedro Sula (SAP)
La Laguna Airport,Guanaja,Honduras,GJA,16.4454,-85.906601,NA,North America,Guanaja (GJA)
Juan Manuel Galvez International Airport,Roatan,Honduras,RTB,16.316799,-86.523003,NA,North America,Roatan (RTB)
Toncontín International Airport,Tegucigalpa,Honduras,TGU,14.06089973449707,-87.21720123291016,NA,North America,Tegucigalpa (TGU)
Norman Manley International Airport,Kingston,Jamaica,KIN,17.935699462890625,-76.7874984741211,NA,North America,Kingston (KIN)
Sangster International Airport,Montego Bay,Jamaica,MBJ,18.503700256347656,-77.91339874267578,NA,North America,Montego Bay (MBJ)
General Juan N Alvarez International Airport,Acapulco,Mexico,ACA,16.757099151611328,-99.75399780273438,NA,North America,Acapulco (ACA)
Jesús Terán Paredo International Airport,Aguascalientes,Mexico,AGU,21.705601,-102.318001,NA,North America,Aguascalientes (AGU)
Bahías de Huatulco International Airport,Huatulco,Mexico,HUX,15.7753,-96.262604,NA,North America,Huatulco (HUX)
Ciudad del Carmen International Airport,Ciudad Del Carmen,Mexico,CME,18.65369987487793,-91.79900360107422,NA,North America,Ciudad Del Carmen (CME)
Bachigualato Federal International Airport,Culiacan,Mexico,CUL,24.7644996643,-107.474998474,NA,North America,Culiacan (CUL)
Chetumal International Airport,Chetumal,Mexico,CTM,18.50469970703125,-88.32679748535156,NA,North America,Chetumal (CTM)
Ciudad Obregón International Airport,Ciudad Obregon,Mexico,CEN,27.39259910583496,-109.83300018310548,NA,North America,Ciudad Obregon (CEN)
Ingeniero Alberto Acuña Ongay International Airport,Campeche,Mexico,CPE,19.816799163800003,-90.5002975464,NA,North America,Campeche (CPE)
Abraham González International Airport,Ciudad Juarez,Mexico,CJS,31.63610076904297,-106.4290008544922,NA,North America,Ciudad Juarez (CJS)
General Roberto Fierro Villalobos International Airport,Chihuahua,Mexico,CUU,28.702899932900003,-105.964996338,NA,North America,Chihuahua (CUU)
General Pedro Jose Mendez International Airport,Ciudad Victoria,Mexico,CVM,23.7033004761,-98.9564971924,NA,North America,Ciudad Victoria (CVM)
Cozumel International Airport,Cozumel,Mexico,CZM,20.52239990234375,-86.92559814453125,NA,North America,Cozumel (CZM)
General Guadalupe Victoria International Airport,Durango,Mexico,DGO,24.1242008209,-104.527999878,NA,North America,Durango (DGO)
Amado Nervo National Airport,Tepic,Mexico,TPQ,21.4195,-104.843002,NA,North America,Tepic (TPQ)
Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,GDL,20.52179908752441,-103.31099700927734,NA,North America,Guadalajara (GDL)
General Ignacio P. Garcia International Airport,Hermosillo,Mexico,HMO,29.095899581900003,-111.047996521,NA,North America,Hermosillo (HMO)
Licenciado Miguel de la Madrid Airport,Colima,Mexico,CLQ,19.277,-103.577002,NA,North America,Colima (CLQ)
Plan De Guadalupe International Airport,Saltillo,Mexico,SLW,25.54949951171875,-100.9290008544922,NA,North America,Saltillo (SLW)
Lázaro Cárdenas Airport,Lazard Cardenas,Mexico,LZC,18.0016994476,-102.221000671,NA,North America,Lazard Cardenas (LZC)
Valle del Fuerte International Airport,Los Mochis,Mexico,LMM,25.6851997375,-109.081001282,NA,North America,Los Mochis (LMM)
Del Bajío International Airport,Del Bajio,Mexico,BJX,20.9935,-101.481003,NA,North America,Del Bajio (BJX)
Manuel Márquez de León International Airport,La Paz,Mexico,LAP,24.0727005005,-110.361999512,NA,North America,La Paz (LAP)
Loreto International Airport,Loreto,Mexico,LTO,25.989200592041016,-111.3479995727539,NA,North America,Loreto (LTO)
General Servando Canales International Airport,Matamoros,Mexico,MAM,25.7698993683,-97.5252990723,NA,North America,Matamoros (MAM)
Licenciado Manuel Crescencio Rejon Int Airport,Merida,Mexico,MID,20.9370002747,-89.657699585,NA,North America,Merida (MID)
General Rodolfo Sánchez Taboada International Airport,Mexicali,Mexico,MXL,32.6306,-115.241997,NA,North America,Mexicali (MXL)
General Francisco J. Mujica International Airport,Morelia,Mexico,MLM,19.849899292,-101.025001526,NA,North America,Morelia (MLM)
Minatitlán/Coatzacoalcos National Airport,Minatitlan,Mexico,MTT,18.1033992767,-94.5807037354,NA,North America,Minatitlan (MTT)
Licenciado Benito Juarez International Airport,Mexico City,Mexico,MEX,19.4363,-99.072098,NA,North America,Mexico City (MEX)
General Mariano Escobedo International Airport,Monterrey,Mexico,MTY,25.7784996033,-100.107002258,NA,North America,Monterrey (MTY)
General Rafael Buelna International Airport,Mazatlan,Mexico,MZT,23.1613998413,-106.26599884,NA,North America,Mazatlan (MZT)
Quetzalcóatl International Airport,Nuevo Laredo,Mexico,NLD,27.4438991547,-99.5705032349,NA,North America,Nuevo Laredo (NLD)
Xoxocotlán International Airport,Oaxaca,Mexico,OAX,16.9999008179,-96.726600647,NA,North America,Oaxaca (OAX)
El Tajín National Airport,Poza Rico,Mexico,PAZ,20.6026992798,-97.4608001709,NA,North America,Poza Rico (PAZ)
Hermanos Serdán International Airport,Puebla,Mexico,PBC,19.1581001282,-98.3713989258,NA,North America,Puebla (PBC)
Piedras Negras International Airport,Piedras Negras,Mexico,PDS,28.627399,-100.535004,NA,North America,Piedras Negras (PDS)
Licenciado y General Ignacio Lopez Rayon Airport,Uruapan,Mexico,UPN,19.396699905395508,-102.03900146484376,NA,North America,Uruapan (UPN)
Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,PVR,20.680099487304688,-105.25399780273438,NA,North America,Puerto Vallarta (PVR)
Puerto Escondido International Airport,Puerto Escondido,Mexico,PXM,15.8769,-97.089103,NA,North America,Puerto Escondido (PXM)
Querétaro Intercontinental Airport,Queretaro,Mexico,QRO,20.6173,-100.185997,NA,North America,Queretaro (QRO)
General Lucio Blanco International Airport,Reynosa,Mexico,REX,26.0089,-98.2285,NA,North America,Reynosa (REX)
Los Cabos International Airport,San Jose Del Cabo,Mexico,SJD,23.15180015563965,-109.72100067138672,NA,North America,San Jose Del Cabo (SJD)
Ponciano Arriaga International Airport,San Luis Potosi,Mexico,SLP,22.254299163800003,-100.930999756,NA,North America,San Luis Potosi (SLP)
Francisco Sarabia International Airport,Torreon,Mexico,TRC,25.5683002472,-103.411003113,NA,North America,Torreon (TRC)
Angel Albino Corzo International Airport,Tuxtla Gutierrez,Mexico,TGZ,16.5636005402,-93.0224990845,NA,North America,Tuxtla Gutierrez (TGZ)
General Abelardo L. Rodríguez International Airport,Tijuana,Mexico,TIJ,32.541099548339844,-116.97000122070312,NA,North America,Tijuana (TIJ)
General Francisco Javier Mina International Airport,Tampico,Mexico,TAM,22.2964000702,-97.8658981323,NA,North America,Tampico (TAM)
Licenciado Adolfo Lopez Mateos International Airport,Toluca,Mexico,TLC,19.3370990753,-99.56600189210002,NA,North America,Toluca (TLC)
Tapachula International Airport,Tapachula,Mexico,TAP,14.7943000793,-92.3700027466,NA,North America,Tapachula (TAP)
Cancún International Airport,Cancun,Mexico,CUN,21.036500930800003,-86.8770980835,NA,North America,Cancun (CUN)
Carlos Rovirosa Pérez International Airport,Villahermosa,Mexico,VSA,17.996999740600586,-92.81739807128906,NA,North America,Villahermosa (VSA)
General Heriberto Jara International Airport,Vera Cruz,Mexico,VER,19.1459007263,-96.1873016357,NA,North America,Vera Cruz (VER)
General Leobardo C. Ruiz International Airport,Zacatecas,Mexico,ZCL,22.8971004486,-102.68699646,NA,North America,Zacatecas (ZCL)
Ixtapa Zihuatanejo International Airport,Zihuatanejo,Mexico,ZIH,17.601600647,-101.460998535,NA,North America,Zihuatanejo (ZIH)
Playa De Oro International Airport,Manzanillo,Mexico,ZLO,19.1448001862,-104.558998108,NA,North America,Manzanillo (ZLO)
Augusto C. Sandino (Managua) International Airport,Managua,Nicaragua,MGA,12.14150047302246,-86.16819763183594,NA,North America,Managua (MGA)
Bocas Del Toro International Airport,Bocas Del Toro,Panama,BOC,9.340849876403809,-82.25080108642578,NA,North America,Bocas Del Toro (BOC)
Cap Manuel Niño International Airport,Changuinola,Panama,CHX,9.458962,-82.515062,NA,North America,Changuinola (CHX)
Enrique Malek International Airport,David,Panama,DAV,8.390999794006348,-82.43499755859375,NA,North America,David (DAV)
Marcos A. Gelabert International Airport,Panama,Panama,PAC,8.973340034484863,-79.55560302734375,NA,North America,Panama (PAC)
Tocumen International Airport,Panama City,Panama,PTY,9.0713596344,-79.3834991455,NA,North America,Panama City (PTY)
Golfito Airport,Golfito,Costa Rica,GLF,8.654009819030762,-83.18219757080078,NA,North America,Golfito (GLF)
Daniel Oduber Quiros International Airport,Liberia,Costa Rica,LIR,10.5933,-85.544403,NA,North America,Liberia (LIR)
Nosara Airport,Nosara Beach,Costa Rica,NOB,9.97649002075,-85.65299987790002,NA,North America,Nosara Beach (NOB)
Juan Santamaria International Airport,San Jose,Costa Rica,SJO,9.993860244750977,-84.20880126953125,NA,North America,San Jose (SJO)
Palmar Sur Airport,Palmar Sur,Costa Rica,PMZ,8.951029777526855,-83.46859741210938,NA,North America,Palmar Sur (PMZ)
Quepos Managua Airport,Quepos,Costa Rica,XQP,9.443160057067873,-84.12979888916016,NA,North America,Quepos (XQP)
Monseñor Óscar Arnulfo Romero International Airport,San Salvador,El Salvador,SAL,13.4409,-89.055702,NA,North America,San Salvador (SAL)
Cap Haitien International Airport,Cap Haitien,Haiti,CAP,19.733,-72.194702,NA,North America,Cap Haitien (CAP)
Toussaint Louverture International Airport,Port-au-prince,Haiti,PAP,18.57999992370605,-72.2925033569336,NA,North America,Port-au-prince (PAP)
Jardines Del Rey Airport,Cunagua,Cuba,CCC,22.4610004425,-78.32839965820001,NA,North America,Cunagua (CCC)
Vilo Acuña International Airport,Cayo Largo del Sur,Cuba,CYO,21.6165008545,-81.5459976196,NA,North America,Cayo Largo del Sur (CYO)
Ignacio Agramonte International Airport,Camaguey,Cuba,CMW,21.420299530029297,-77.84750366210938,NA,North America,Camaguey (CMW)
Antonio Maceo International Airport,Santiago De Cuba,Cuba,SCU,19.96980094909668,-75.83540344238281,NA,North America,Santiago De Cuba (SCU)
Mariana Grajales Airport,Guantanamo,Cuba,GAO,20.08530044555664,-75.1583023071289,NA,North America,Guantanamo (GAO)
José Martí International Airport,Havana,Cuba,HAV,22.989200592041016,-82.40910339355469,NA,North America,Havana (HAV)
Frank Pais International Airport,Holguin,Cuba,HOG,20.785600662231445,-76.31510162353516,NA,North America,Holguin (HOG)
Abel Santamaria Airport,Santa Clara,Cuba,SNU,22.49220085144043,-79.943603515625,NA,North America,Santa Clara (SNU)
Juan Gualberto Gomez International Airport,Varadero,Cuba,VRA,23.034400939941406,-81.435302734375,NA,North America,Varadero (VRA)
Gerrard Smith International Airport,Cayman Brac,Cayman Islands,CYB,19.687000274658203,-79.88279724121094,NA,North America,Cayman Brac (CYB)
Owen Roberts International Airport,Georgetown,Cayman Islands,GCM,19.2928009033,-81.3576965332,NA,North America,Georgetown (GCM)
Leonard M Thompson International Airport,Marsh Harbor,Bahamas,MHH,26.5114,-77.083503,NA,North America,Marsh Harbor (MHH)
Spring Point Airport,Spring Point,Bahamas,AXP,22.441799163800003,-73.97090148930002,NA,North America,Spring Point (AXP)
Treasure Cay Airport,Treasure Cay,Bahamas,TCB,26.745300293,-77.3912963867,NA,North America,Treasure Cay (TCB)
South Bimini Airport,Alice Town,Bahamas,BIM,25.6998996735,-79.2647018433,NA,North America,Alice Town (BIM)
Exuma International Airport,Great Exuma,Bahamas,GGT,23.5625991821,-75.8779983521,NA,North America,Great Exuma (GGT)
North Eleuthera Airport,North Eleuthera,Bahamas,ELH,25.474899292,-76.6835021973,NA,North America,North Eleuthera (ELH)
Governor's Harbour Airport,Governor's Harbor,Bahamas,GHB,25.2847003937,-76.3310012817,NA,North America,Governor's Harbor (GHB)
Rock Sound Airport,Rock Sound,Bahamas,RSD,24.8950787333,-76.1768817902,NA,North America,Rock Sound (RSD)
Grand Bahama International Airport,Freeport,Bahamas,FPO,26.5587005615,-78.695602417,NA,North America,Freeport (FPO)
Inagua Airport,Matthew Town,Bahamas,IGA,20.975000381469727,-73.66690063476562,NA,North America,Matthew Town (IGA)
Deadman's Cay Airport,Dead Man's Cay,Bahamas,LGI,23.1790008545,-75.09359741210001,NA,North America,Dead Man's Cay (LGI)
Stella Maris Airport,Stella Maris,Bahamas,SML,23.582317,-75.268621,NA,North America,Stella Maris (SML)
Mayaguana Airport,Mayaguana,Bahamas,MYG,22.379499,-73.013494,NA,North America,Mayaguana (MYG)
Lynden Pindling International Airport,Nassau,Bahamas,NAS,25.0389995575,-77.46620178219999,NA,North America,Nassau (NAS)
Rum Cay Airport,Port Nelson,Bahamas,RCY,23.68440055847168,-74.83619689941406,NA,North America,Port Nelson (RCY)
San Salvador Airport,Cockburn Town,Bahamas,ZSA,24.06329917907715,-74.52400207519531,NA,North America,Cockburn Town (ZSA)
Philip S. W. Goldson International Airport,Belize City,Belize,BZE,17.539100646972656,-88.30819702148438,NA,North America,Belize City (BZE)
Aitutaki Airport,Aitutaki,Cook Islands,AIT,-18.830900192260746,-159.76400756835938,OC,Oceania,Aitutaki (AIT)
Rarotonga International Airport,Avarua,Cook Islands,RAR,-21.2026996613,-159.805999756,OC,Oceania,Avarua (RAR)
Nadi International Airport,Nandi,Fiji,NAN,-17.755399703979492,177.4429931640625,OC,Oceania,Nandi (NAN)
Nausori International Airport,Nausori,Fiji,SUV,-18.04330062866211,178.5590057373047,OC,Oceania,Nausori (SUV)
Fua'amotu International Airport,Tongatapu,Tonga,TBU,-21.241199493408203,-175.14999389648438,OC,Oceania,Tongatapu (TBU)
Bonriki International Airport,Tarawa,Kiribati,TRW,1.3816399574279783,173.14700317382812,OC,Oceania,Tarawa (TRW)
Hihifo Airport,Wallis,Wallis and Futuna,WLS,-13.2383003235,-176.199005127,OC,Oceania,Wallis (WLS)
Faleolo International Airport,Faleolo,Samoa,APW,-13.829999923706056,-172.00799560546875,OC,Oceania,Faleolo (APW)
Pago Pago International Airport,Pago Pago,American Samoa,PPG,-14.3310003281,-170.710006714,OC,Oceania,Pago Pago (PPG)
Rurutu Airport,Rurutu,French Polynesia,RUR,-22.43409919738769,-151.36099243164062,OC,Oceania,Rurutu (RUR)
Tubuai Airport,Tubuai,French Polynesia,TUB,-23.36540031433105,-149.5240020751953,OC,Oceania,Tubuai (TUB)
Tikehau Airport,Tikehau,French Polynesia,TIH,-15.119600296020508,-148.2310028076172,OC,Oceania,Tikehau (TIH)
Fakarava Airport,Fakarava,French Polynesia,FAV,-16.054100036621094,-145.65699768066406,OC,Oceania,Fakarava (FAV)
Manihi Airport,Manihi,French Polynesia,XMH,-14.436800003051758,-146.07000732421875,OC,Oceania,Manihi (XMH)
Totegegie Airport,Totegegie,French Polynesia,GMR,-23.07990074157715,-134.88999938964844,OC,Oceania,Totegegie (GMR)
Kaukura Airport,Kaukura Atoll,French Polynesia,KKR,-15.663299560546877,-146.88499450683594,OC,Oceania,Kaukura Atoll (KKR)
Makemo Airport,Makemo,French Polynesia,MKP,-16.583900451660156,-143.6580047607422,OC,Oceania,Makemo (MKP)
Takapoto Airport,Takapoto,French Polynesia,TKP,-14.709500312805176,-145.24600219726562,OC,Oceania,Takapoto (TKP)
Arutua Airport,Arutua,French Polynesia,AXR,-15.248299598693848,-146.61700439453125,OC,Oceania,Arutua (AXR)
Mataiva Airport,Mataiva,French Polynesia,MVT,-14.8681001663208,-148.7169952392578,OC,Oceania,Mataiva (MVT)
Takaroa Airport,Takaroa,French Polynesia,TKX,-14.45580005645752,-145.02499389648438,OC,Oceania,Takaroa (TKX)
Nuku Hiva Airport,Nuku Hiva,French Polynesia,NHV,-8.795599937438965,-140.22900390625,OC,Oceania,Nuku Hiva (NHV)
Bora Bora Airport,Bora Bora,French Polynesia,BOB,-16.444400787353516,-151.75100708007812,OC,Oceania,Bora Bora (BOB)
Rangiroa Airport,Rangiroa,French Polynesia,RGI,-14.954299926757812,-147.66099548339844,OC,Oceania,Rangiroa (RGI)
Huahine-Fare Airport,Huahine Island,French Polynesia,HUH,-16.68720054626465,-151.02200317382812,OC,Oceania,Huahine Island (HUH)
Moorea Airport,Moorea,French Polynesia,MOZ,-17.49,-149.761993,OC,Oceania,Moorea (MOZ)
Hao Airport,Hao Island,French Polynesia,HOI,-18.074800491333008,-140.9459991455078,OC,Oceania,Hao Island (HOI)
Maupiti Airport,Maupiti,French Polynesia,MAU,-16.42650032043457,-152.24400329589844,OC,Oceania,Maupiti (MAU)
Raiatea Airport,Raiatea Island,French Polynesia,RFP,-16.7229,-151.466003,OC,Oceania,Raiatea Island (RFP)
Bauerfield International Airport,Port-vila,Vanuatu,VLI,-17.699300765991,168.32000732422,OC,Oceania,Port-vila (VLI)
Koné Airport,Kone,New Caledonia,KNQ,-21.05430030822754,164.83700561523438,OC,Oceania,Kone (KNQ)
Koumac Airport,Koumac,New Caledonia,KOC,-20.546300888061523,164.25599670410156,OC,Oceania,Koumac (KOC)
Lifou Airport,Lifou,New Caledonia,LIF,-20.774799346923828,167.24000549316406,OC,Oceania,Lifou (LIF)
Nouméa Magenta Airport,Noumea,New Caledonia,GEA,-22.25830078125,166.47300720214844,OC,Oceania,Noumea (GEA)
Maré Airport,Mare,New Caledonia,MEE,-21.4817008972168,168.03799438476562,OC,Oceania,Mare (MEE)
Touho Airport,Touho,New Caledonia,TOU,-20.790000915527344,165.25900268554688,OC,Oceania,Touho (TOU)
Ouvéa Airport,Ouvea,New Caledonia,UVE,-20.640600204467773,166.572998046875,OC,Oceania,Ouvea (UVE)
La Tontouta International Airport,Noumea,New Caledonia,NOU,-22.01460075378418,166.21299743652344,OC,Oceania,Noumea (NOU)
Auckland International Airport,Auckland,New Zealand,AKL,-37.0080986023,174.792007446,OC,Oceania,Auckland (AKL)
Taupo Airport,Taupo,New Zealand,TUO,-38.73970031738281,176.08399963378906,OC,Oceania,Taupo (TUO)
Christchurch International Airport,Christchurch,New Zealand,CHC,-43.48939895629883,172.53199768066406,OC,Oceania,Christchurch (CHC)
Dunedin Airport,Dunedin,New Zealand,DUD,-45.9281005859375,170.197998046875,OC,Oceania,Dunedin (DUD)
Gisborne Airport,Gisborne,New Zealand,GIS,-38.66329956054688,177.97799682617188,OC,Oceania,Gisborne (GIS)
Hokitika Airfield,Hokitika,New Zealand,HKK,-42.713600158691406,170.98500061035156,OC,Oceania,Hokitika (HKK)
Hamilton International Airport,Hamilton,New Zealand,HLZ,-37.8666992188,175.332000732,OC,Oceania,Hamilton (HLZ)
Kerikeri Airport,Kerikeri,New Zealand,KKE,-35.26279830932617,173.91200256347656,OC,Oceania,Kerikeri (KKE)
Kaitaia Airport,Kaitaia,New Zealand,KAT,-35.06999969482422,173.28500366210938,OC,Oceania,Kaitaia (KAT)
New Plymouth Airport,New Plymouth,New Zealand,NPL,-39.00859832763672,174.1790008544922,OC,Oceania,New Plymouth (NPL)
Nelson Airport,Nelson,New Zealand,NSN,-41.298301696777344,173.2209930419922,OC,Oceania,Nelson (NSN)
Invercargill Airport,Invercargill,New Zealand,IVC,-46.41239929199219,168.31300354003906,OC,Oceania,Invercargill (IVC)
Palmerston North Airport,Palmerston North,New Zealand,PMR,-40.32059860229492,175.61700439453125,OC,Oceania,Palmerston North (PMR)
Paraparaumu Airport,Paraparaumu,New Zealand,PPQ,-40.90470123291016,174.98899841308594,OC,Oceania,Paraparaumu (PPQ)
Queenstown International Airport,Queenstown International,New Zealand,ZQN,-45.0210990906,168.738998413,OC,Oceania,Queenstown International (ZQN)
Rotorua Regional Airport,Rotorua,New Zealand,ROT,-38.10919952392578,176.31700134277344,OC,Oceania,Rotorua (ROT)
Tauranga Airport,Tauranga,New Zealand,TRG,-37.67190170288086,176.1959991455078,OC,Oceania,Tauranga (TRG)
Timaru Airport,Timaru,New Zealand,TIU,-44.30279922485352,171.22500610351562,OC,Oceania,Timaru (TIU)
Woodbourne Airport,Woodbourne,New Zealand,BHE,-41.5182991027832,173.8699951171875,OC,Oceania,Woodbourne (BHE)
Whakatane Airport,Whakatane,New Zealand,WHK,-37.92060089111328,176.91400146484375,OC,Oceania,Whakatane (WHK)
Wellington International Airport,Wellington,New Zealand,WLG,-41.3272018433,174.804992676,OC,Oceania,Wellington (WLG)
Whangarei Airport,Whangarei,New Zealand,WRE,-35.7682991027832,174.36500549316406,OC,Oceania,Whangarei (WRE)
Westport Airport,Westport,New Zealand,WSZ,-41.73809814453125,171.58099365234375,OC,Oceania,Westport (WSZ)
Wanganui Airport,Wanganui,New Zealand,WAG,-39.96220016479492,175.02499389648438,OC,Oceania,Wanganui (WAG)
Herat Airport,Herat,Afghanistan,HEA,34.209999084472656,62.22829818725586,AS,Asia,Herat (HEA)
Hamid Karzai International Airport,Kabul,Afghanistan,KBL,34.565899,69.212303,AS,Asia,Kabul (KBL)
Kandahar Airport,Kandahar,Afghanistan,KDH,31.505800247192383,65.8478012084961,AS,Asia,Kandahar (KDH)
Mazar I Sharif Airport,Mazar-i-sharif,Afghanistan,MZR,36.70690155029297,67.20970153808594,AS,Asia,Mazar-i-sharif (MZR)
